Country	County	Month	Source	State	Unit	Value	Variable	Year
South Sudan			WDI		births per woman	4.938	Fertility rate, total	2015
South Sudan			WDI		% of GDP	93.3275038676263	Final consumption expenditure	2015
South Sudan			WDI		current LCU	41625000000.0	Final consumption expenditure	2015
South Sudan			WDI		current US$	10179107458.4444	Final consumption expenditure	2015
South Sudan			WDI			150.0	Fixed broadband subscriptions	2015
South Sudan			WDI		per 100 people	0.00126239928578498	Fixed broadband subscriptions	2015
South Sudan			WDI			0.0	Fixed telephone subscriptions	2015
South Sudan			WDI		per 100 people	0.0	Fixed telephone subscriptions	2015
South Sudan			WDI		BoP, current US$	-1180000.0	Foreign direct investment, net	2015
South Sudan			WDI		% of GDP	0.00137528026276317	Foreign direct investment, net inflows	2015
South Sudan			WDI		BoP, current US$	150000.0	Foreign direct investment, net inflows	2015
South Sudan			WDI		% of GDP	-0.009443591137640407	Foreign direct investment, net outflows	2015
South Sudan			WDI		BoP, current US$	-1030000.0	Foreign direct investment, net outflows	2015
South Sudan			WDI		sq. km	71570.0	Forest area	2015
South Sudan			WDI		% of GDP	3.40276209874068	Forest rents	2015
South Sudan			WDI		constant LCU	20544000000.0	GDP	2015
South Sudan			WDI		current LCU	44601000000.0	GDP	2015
South Sudan			WDI		current US$	10906867789.8878	GDP	2015
South Sudan			WDI		base year varies by country	217.09988317757	GDP deflator	2015
South Sudan			WDI		base year varies by country	217.09988317757	GDP deflator: linked series	2015
South Sudan			WDI		annual %	-0.17492711370262304	GDP growth	2015
South Sudan			WDI		constant LCU	1728.9820618111096	GDP per capita	2015
South Sudan			WDI		current LCU	3753.6180363530602	GDP per capita	2015
South Sudan			WDI		current US$	917.921473873703	GDP per capita	2015
South Sudan			WDI		annual %	-3.12516028054372	GDP per capita growth	2015
South Sudan			WDI		constant 2011 international $	1875.38006599798	GDP per capita, PPP	2015
South Sudan			WDI		current international $	1997.02555049947	GDP per capita, PPP	2015
South Sudan			WDI		constant 2011 PPP $	4905.90380859375	GDP per person employed	2015
South Sudan			WDI		constant 2011 international $	22283520995.877003	GDP, PPP	2015
South Sudan			WDI		current international $	23728929186.5095	GDP, PPP	2015
South Sudan			WDI		current LCU	44601000000.0	GDP: linked series	2015
South Sudan			WDI		% of GDP	29.2594336449855	General government final consumption expenditure	2015
South Sudan			WDI		current LCU	13050000000.0	General government final consumption expenditure	2015
South Sudan			WDI		current US$	3191287743.72852	General government final consumption expenditure	2015
South Sudan			WDI		current LCU	40867507141.6667	GNI	2015
South Sudan			WDI		current US$	9993867789.88036	GNI	2015
South Sudan			WDI		current LCU	3439.407455163511	GNI per capita	2015
South Sudan			WDI		current US$	1020.0	GNI per capita, Atlas method	2015
South Sudan			WDI		current international $	1830.0	GNI per capita, PPP	2015
South Sudan			WDI		current US$	12162365470.9459	GNI, Atlas method	2015
South Sudan			WDI		current international $	21742610770.9195	GNI, PPP	2015
South Sudan			WDI		BoP, current US$	1472710000.0	Goods exports	2015
South Sudan			WDI		BoP, current US$	4461900000.0	Goods imports	2015
South Sudan			WDI		% of GDP	1.35516	Government expenditure on education, total	2015
South Sudan			WDI		% of government expenditure	3.27551	Government expenditure on education, total	2015
South Sudan			WDI		BoP, current US$	1562550000.0	Grants, excluding technical cooperation	2015
South Sudan			WDI		% of GDP	14.5265801215219	Gross capital formation	2015
South Sudan			WDI		current LCU	6479000000.0	Gross capital formation	2015
South Sudan			WDI		current US$	1584394888.2465198	Gross capital formation	2015
South Sudan			WDI		% of GDP	6.67249613237371	Gross domestic savings	2015
South Sudan			WDI		current LCU	2976000000.0	Gross domestic savings	2015
South Sudan			WDI		current US$	727760331.4433769	Gross domestic savings	2015
South Sudan			WDI		% of GDP	14.5265801215219	Gross fixed capital formation	2015
South Sudan			WDI		current LCU	6479000000.0	Gross fixed capital formation	2015
South Sudan			WDI		current US$	1584394888.2465198	Gross fixed capital formation	2015
South Sudan			WDI		% of GDP	6.39223335799646	Gross fixed capital formation, private sector	2015
South Sudan			WDI		current LCU	2851000000.0	Gross fixed capital formation, private sector	2015
South Sudan			WDI		% of relevant age group	75.39046999999991	Gross intake ratio in first grade of primary education, female	2015
South Sudan			WDI		% of relevant age group	105.93287	Gross intake ratio in first grade of primary education, male	2015
South Sudan			WDI		% of relevant age group	90.85806	Gross intake ratio in first grade of primary education, total	2015
South Sudan			WDI		% of GDP	107.85408398914801	Gross national expenditure	2015
South Sudan			WDI		current LCU	48104000000.0	Gross national expenditure	2015
South Sudan			WDI		current US$	11763502346.6909	Gross national expenditure	2015
South Sudan			WDI		% of GDP	3.81035453479371	Gross savings	2015
South Sudan			WDI		% of GNI	4.15845336534034	Gross savings	2015
South Sudan			WDI		current LCU	1699456226.06334	Gross savings	2015
South Sudan			WDI		current US$	415590331.435944	Gross savings	2015
South Sudan			WDI		% of GDP	64.0680702226408	Households and NPISHs final consumption expenditure	2015
South Sudan			WDI		current LCU	28575000000.0	Households and NPISHs Final consumption expenditure	2015
South Sudan			WDI		current US$	6987819714.71589	Households and NPISHs Final consumption expenditure	2015
South Sudan			WDI		current international $	8659718882.51198	Households and NPISHs Final consumption expenditure, PPP	2015
South Sudan			WDI		% of service exports, BoP	2.52603361171255	ICT service exports	2015
South Sudan			WDI		BoP, current US$	2450000.0	ICT service exports	2015
South Sudan			WDI		1=low to 6=high	1.86667	IDA resource allocation index	2015
South Sudan			WDI		% of children ages 12-23 months	31.0	Immunization, DPT	2015
South Sudan			WDI		% of one-year-old children	31.0	Immunization, HepB3	2015
South Sudan			WDI		% of children ages 12-23 months	20.0	Immunization, measles	2015
South Sudan			WDI		% of GDP	28.8894867828076	Imports of goods and services	2015
South Sudan			WDI		BoP, current US$	5267300000.0	Imports of goods and services	2015
South Sudan			WDI		current LCU	12885000000.0	Imports of goods and services	2015
South Sudan			WDI		current US$	3150938128.57793	Imports of goods and services	2015
South Sudan			WDI		BoP, current US$	5273140000.0	Imports of goods, services and primary income	2015
South Sudan			WDI		% of uninfected population ages 15-49	0.22	Incidence of HIV	2015
South Sudan			WDI		per 1,000 population at risk	151.95	Incidence of malaria	2015
South Sudan			WDI		per 100,000 people	146.0	Incidence of tuberculosis	2015
South Sudan			WDI		% of population	5.5	Individuals using the Internet	2015
South Sudan			WDI		annual %	52.814652073837614	Inflation, consumer prices	2015
South Sudan			WDI		annual %	0.303421241792208	Inflation, GDP deflator	2015
South Sudan			WDI		annual %	0.303421241792236	Inflation, GDP deflator: linked series	2015
South Sudan			WDI		% of commercial service exports	39.0484088317612	Insurance and financial services	2015
South Sudan			WDI		% of commercial service imports	16.4404301297895	Insurance and financial services	2015
South Sudan			WDI		% of service exports, BoP	38.839055572739504	Insurance and financial services	2015
South Sudan			WDI		% of service imports, BoP	15.774770300471802	Insurance and financial services	2015
South Sudan			WDI		lending rate minus deposit rate, %	12.5837305070767	Interest rate spread	2015
South Sudan			WDI		number of cases	199000.0	Internally displaced persons, new displacement associated with conflict and violence	2015
South Sudan			WDI		number of cases	15000.0	Internally displaced persons, new displacement associated with disasters	2015
South Sudan			WDI		number of people	1697000.0	Internally displaced persons, total displaced by conflict and violence	2015
South Sudan			WDI		% of population	6.67856203968099	International migrant stock	2015
South Sudan			WDI			824122.0	International migrant stock, total	2015
South Sudan			WDI		% of total imports	10.2329466709699	International tourism, expenditures	2015
South Sudan			WDI		current US$	539000000.0	International tourism, expenditures	2015
South Sudan			WDI		current US$	512000000.0	International tourism, expenditures for passenger transport items	2015
South Sudan			WDI		current US$	27000000.0	International tourism, expenditures for travel items	2015
South Sudan			WDI		% of total exports	1.40154169586545	International tourism, receipts	2015
South Sudan			WDI		current US$	22000000.0	International tourism, receipts	2015
South Sudan			WDI		current US$	5000000.0	International tourism, receipts for passenger transport items	2015
South Sudan			WDI		current US$	17000000.0	International tourism, receipts for travel items	2015
South Sudan			WDI		%	63.3380012512207	Labor force participation rate for ages 15-24, female	2015
South Sudan			WDI		%	58.7869987487793	Labor force participation rate for ages 15-24, male	2015
South Sudan			WDI		%	61.0460014343262	Labor force participation rate for ages 15-24, total	2015
South Sudan			WDI		% of female population ages 15+	70.6729965209961	Labor force participation rate, female	2015
South Sudan			WDI		% of female population ages 15-64	72.8820037841797	Labor force participation rate, female	2015
South Sudan			WDI		% of male population ages 15+	74.1760025024414	Labor force participation rate, male	2015
South Sudan			WDI		% of male population ages 15-64	75.0279998779297	Labor force participation rate, male	2015
South Sudan			WDI		% of total population ages 15+	72.4130020141602	Labor force participation rate, total	2015
South Sudan			WDI		% of total population ages 15-64	73.9520034790039	Labor force participation rate, total	2015
South Sudan			WDI		% of total labor force	49.12605125996679	Labor force, female	2015
South Sudan			WDI			4983187.0	Labor force, total	2015
South Sudan			WDI		% of commercial profits	19.2	Labor tax and contributions	2015
South Sudan			WDI		hectares	658706.0	Land under cereal production	2015
South Sudan			WDI		1=yes; 0=no	0.0	Law mandates equal remuneration for females and males for work of equal value	2015
South Sudan			WDI		1=yes; 0=no	0.0	Law mandates nondiscrimination based on gender in hiring	2015
South Sudan			WDI		1=yes; 0=no	1.0	Law mandates paid or unpaid maternity leave	2015
South Sudan			WDI		1=yes; 0=no	0.0	Law prohibits or invalidates child or early marriage	2015
South Sudan			WDI		1=yes; 0=no	0.0	Legislation exists on domestic violence	2015
South Sudan			WDI		%	13.7803938893243	Lending interest rate	2015
South Sudan			WDI		years	57.328	Life expectancy at birth, female	2015
South Sudan			WDI		years	55.326	Life expectancy at birth, male	2015
South Sudan			WDI		years	56.322	Life expectancy at birth, total	2015
South Sudan			WDI		%	3.86557591056089	Lifetime risk of maternal death	2015
South Sudan			WDI		1 in: rate varies by country	26.0	Lifetime risk of maternal death	2015
South Sudan			WDI		years	12.0	Lower secondary school starting age	2015
South Sudan			WDI		modeled estimate, per 100,000 live births	789.0	Maternal mortality ratio	2015
South Sudan			WDI		current US$	2193036276.0	Merchandise exports by the reporting economy	2015
South Sudan			WDI		% of total merchandise exports	0.0	Merchandise exports by the reporting economy, residual	2015
South Sudan			WDI		% of total merchandise exports	0.00406121873015474	Merchandise exports to economies in the Arab World	2015
South Sudan			WDI		% of total merchandise exports	0.050024981894098	Merchandise exports to high-income economies	2015
South Sudan			WDI		% of total merchandise exports	99.8837046597035	Merchandise exports to low- and middle-income economies in East Asia & Pacific	2015
South Sudan			WDI		% of total merchandise exports	0.0121300319065037	Merchandise exports to low- and middle-income economies in Europe & Central Asia	2015
South Sudan			WDI		% of total merchandise exports	0.0491860536829533	Merchandise exports to low- and middle-income economies in South Asia	2015
South Sudan			WDI		% of total merchandise exports	0.00495427281295004	Merchandise exports to low- and middle-income economies in Sub-Saharan Africa	2015
South Sudan			WDI		% of total merchandise exports	99.94502074529301	Merchandise exports to low- and middle-income economies outside region	2015
South Sudan			WDI		% of total merchandise exports	0.00495427281295004	Merchandise exports to low- and middle-income economies within region	2015
South Sudan			WDI		current US$	509147833.0	Merchandise imports by the reporting economy	2015
South Sudan			WDI		% of total merchandise imports	0.0	Merchandise imports by the reporting economy, residual	2015
South Sudan			WDI		% of total merchandise imports	22.491966296947798	Merchandise imports from high-income economies	2015
South Sudan			WDI		% of total merchandise imports	32.3407459145564	Merchandise imports from low- and middle-income economies in East Asia & Pacific	2015
South Sudan			WDI		% of total merchandise imports	4.66805031064524	Merchandise imports from low- and middle-income economies in Europe & Central Asia	2015
South Sudan			WDI		% of total merchandise imports	0.0890945557652997	Merchandise imports from low- and middle-income economies in Latin America & the Caribbean	2015
South Sudan			WDI		% of total merchandise imports	8.16598349344246	Merchandise imports from low- and middle-income economies in South Asia	2015
South Sudan			WDI		% of total merchandise imports	32.2441594286428	Merchandise imports from low- and middle-income economies in Sub-Saharan Africa	2015
South Sudan			WDI		% of total merchandise imports	45.263874274409396	Merchandise imports from low- and middle-income economies outside region	2015
South Sudan			WDI		% of total merchandise imports	32.2441594286428	Merchandise imports from low- and middle-income economies within region	2015
South Sudan			WDI		scale 0 - 100	20.0	Methodology assessment of statistical capacity	2015
South Sudan			WDI		% of GDP	8.74845386098307	Military expenditure	2015
South Sudan			WDI		% of general government expenditure	25.5602582885669	Military expenditure	2015
South Sudan			WDI		current LCU	4710500000.0	Military expenditure	2015
South Sudan			WDI		current USD	1151920376.75944	Military expenditure	2015
South Sudan			WDI		% of GDP	0.0	Mineral rents	2015
South Sudan			WDI			2899000.0	Mobile cellular subscriptions	2015
South Sudan			WDI		per 100 people	24.3979701966044	Mobile cellular subscriptions	2015
South Sudan			WDI		per 100,000 people	29.3	Mortality caused by road traffic injury	2015
South Sudan			WDI		%	19.6	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70	2015
South Sudan			WDI		%	19.4	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female	2015
South Sudan			WDI		%	19.9	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male	2015
South Sudan			WDI		per 100,000 population	4.0	Mortality rate attributed to unintentional poisoning	2015
South Sudan			WDI		per 100,000 female population	2.7	Mortality rate attributed to unintentional poisoning, female	2015
South Sudan			WDI		per 100,000 male population	5.4	Mortality rate attributed to unintentional poisoning, male	2015
South Sudan			WDI		per 1,000 female adults	314.086	Mortality rate, adult, female	2015
South Sudan			WDI		per 1,000 male adults	340.1880000000001	Mortality rate, adult, male	2015
South Sudan			WDI		per 1,000 live births	62.5	Mortality rate, infant	2015
South Sudan			WDI		per 1,000 live births	57.2	Mortality rate, infant, female	2015
South Sudan			WDI		per 1,000 live births	67.2	Mortality rate, infant, male	2015
South Sudan			WDI		per 1,000 live births	39.7	Mortality rate, neonatal	2015
South Sudan			WDI		per 1,000 live births	96.4	Mortality rate, under-5	2015
South Sudan			WDI		per 1,000 live births	91.6	Mortality rate, under-5, female	2015
South Sudan			WDI		per 1,000 live births	100.6	Mortality rate, under-5, male	2015
South Sudan			WDI		1=yes; 0=no	0.0	Mothers are guaranteed an equivalent position after maternity leave	2015
South Sudan			WDI		% of GDP	0.114559392159819	Natural gas rents	2015
South Sudan			WDI		current US$	8030000.0	Net bilateral aid flows from DAC donors, Australia	2015
South Sudan			WDI		current US$	600000.0	Net bilateral aid flows from DAC donors, Austria	2015
South Sudan			WDI		current US$	4360000.0	Net bilateral aid flows from DAC donors, Belgium	2015
South Sudan			WDI		current US$	88030000.0	Net bilateral aid flows from DAC donors, Canada	2015
South Sudan			WDI		current US$	210000.0	Net bilateral aid flows from DAC donors, Czech Republic	2015
South Sudan			WDI		current US$	9710000.0	Net bilateral aid flows from DAC donors, Denmark	2015
South Sudan			WDI		current US$	134410000.0	Net bilateral aid flows from DAC donors, European Union institutions	2015
South Sudan			WDI		current US$	8420000.0	Net bilateral aid flows from DAC donors, Finland	2015
South Sudan			WDI		current US$	840000.0	Net bilateral aid flows from DAC donors, France	2015
South Sudan			WDI		current US$	56740000.0	Net bilateral aid flows from DAC donors, Germany	2015
South Sudan			WDI		current US$	12210000.0	Net bilateral aid flows from DAC donors, Ireland	2015
South Sudan			WDI		current US$	12760000.0	Net bilateral aid flows from DAC donors, Italy	2015
South Sudan			WDI		current US$	91230000.0	Net bilateral aid flows from DAC donors, Japan	2015
South Sudan			WDI		current US$	3060000.0	Net bilateral aid flows from DAC donors, Korea, Rep.	2015
South Sudan			WDI		current US$	3450000.0	Net bilateral aid flows from DAC donors, Luxembourg	2015
South Sudan			WDI		current US$	42080000.0	Net bilateral aid flows from DAC donors, Netherlands	2015
South Sudan			WDI		current US$	58580000.0	Net bilateral aid flows from DAC donors, Norway	2015
South Sudan			WDI		current US$	10000.0	Net bilateral aid flows from DAC donors, Poland	2015
South Sudan			WDI		current US$	170000.0	Net bilateral aid flows from DAC donors, Slovak Republic	2015
South Sudan			WDI		current US$	30000.0	Net bilateral aid flows from DAC donors, Slovenia	2015
South Sudan			WDI		current US$	800000.0	Net bilateral aid flows from DAC donors, Spain	2015
South Sudan			WDI		current US$	33870000.0	Net bilateral aid flows from DAC donors, Sweden	2015
South Sudan			WDI		current US$	31810000.0	Net bilateral aid flows from DAC donors, Switzerland	2015
South Sudan			WDI		current US$	1514300000.0	Net bilateral aid flows from DAC donors, Total	2015
South Sudan			WDI		current US$	317790000.0	Net bilateral aid flows from DAC donors, United Kingdom	2015
South Sudan			WDI		current US$	595100000.0	Net bilateral aid flows from DAC donors, United States	2015
South Sudan			WDI		BoP, current US$	74570000.0	Net capital account	2015
South Sudan			WDI		current LCU	14572359088.4401	Net domestic credit	2015
South Sudan			WDI		BoP, current US$	2692760000.0	Net errors and omissions	2015
South Sudan			WDI		BoP, current US$	-319820000.0	Net financial account	2015
South Sudan			WDI		current LCU	-7297989114.98452	Net foreign assets	2015
South Sudan			WDI		% of GNI	16.75857671137	Net ODA received	2015
South Sudan			WDI		% of gross capital formation	105.707864398223	Net ODA received	2015
South Sudan			WDI		% of imports of goods, services and primary income	31.7615310801534	Net ODA received	2015
South Sudan			WDI		current US$	140.953613054084	Net ODA received per capita	2015
South Sudan			WDI		constant 2015 US$	1655690000.0	Net official development assistance and official aid received	2015
South Sudan			WDI		current US$	1674830000.0	Net official development assistance and official aid received	2015
South Sudan			WDI		constant 2015 US$	1655690000.0	Net official development assistance received	2015
South Sudan			WDI		current US$	1674830000.0	Net official development assistance received	2015
South Sudan			WDI		current US$	3520000.0	Net official flows from UN agencies, IFAD	2015
South Sudan			WDI		current US$	20000.0	Net official flows from UN agencies, ILO	2015
South Sudan			WDI		current US$	1300000.0	Net official flows from UN agencies, UNAIDS	2015
South Sudan			WDI		current US$	3300000.0	Net official flows from UN agencies, UNDP	2015
South Sudan			WDI		current US$	3590000.0	Net official flows from UN agencies, UNFPA	2015
South Sudan			WDI		current US$	10600000.0	Net official flows from UN agencies, UNICEF	2015
South Sudan			WDI		current US$	4170000.0	Net official flows from UN agencies, UNPBF	2015
South Sudan			WDI		current US$	30050000.0	Net official flows from UN agencies, WFP	2015
South Sudan			WDI		current US$	2700000.0	Net official flows from UN agencies, WHO	2015
South Sudan			WDI		BoP, current US$	9620000.0	Net primary income	2015
South Sudan			WDI		Net income from abroad	-3733492858.3333297	Net primary income	2015
South Sudan			WDI		Net income from abroad	-913000000.007442	Net primary income	2015
South Sudan			WDI		BoP, current US$	600830000.0	Net secondary income	2015
South Sudan			WDI		Net current transfers from abroad	2694821241.6666603	Net secondary income	2015
South Sudan			WDI		Net current transfers from abroad	659000000.00537	Net secondary income	2015
South Sudan			WDI		BoP, current US$	-2989190000.0	Net trade in goods	2015
South Sudan			WDI		BoP, current US$	-3697600000.0	Net trade in goods and services	2015
South Sudan			WDI		new registrations per 1,000 people ages 15-64	0.117314739635903	New business density	2015
South Sudan			WDI		number	759.0	New businesses registered	2015
South Sudan			WDI		%	68.0	Newborns protected against tetanus	2015
South Sudan			WDI		1=yes; 0=no	1.0	Nondiscrimination clause mentions gender in the constitution	2015
South Sudan			WDI		1=yes; 0=no	0.0	Nonpregnant and nonnursing women can do the same jobs as men	2015
South Sudan			WDI			6006.0	Number of deaths ages 5-14 years	2015
South Sudan			WDI			26408.0	Number of infant deaths	2015
South Sudan			WDI			3500.0	Number of maternal deaths	2015
South Sudan			WDI			17099.0	Number of neonatal deaths	2015
South Sudan			WDI			40093.0	Number of under-five deaths	2015
South Sudan			WDI		% of GDP	12.0228027319153	Oil rents	2015
South Sudan			WDI		% of commercial profits	3.0	Other taxes payable by businesses	2015
South Sudan			WDI		% of current health expenditure	61.34689328	Out-of-pocket expenditure	2015
South Sudan			WDI		current US$	17.20578118	Out-of-pocket expenditure per capita	2015
South Sudan			WDI		current international $	43.65778358	Out-of-pocket expenditure per capita, PPP	2015
South Sudan			WDI		% of enrollment	48.63917	Over-age students, primary	2015
South Sudan			WDI		% of female enrollment	46.38139	Over-age students, primary, female	2015
South Sudan			WDI		% of male enrollment	50.2003	Over-age students, primary, male	2015
South Sudan			WDI		% of population	60.8998725714286	People practicing open defecation	2015
South Sudan			WDI		% of rural population	69.9607142857144	People practicing open defecation, rural	2015
South Sudan			WDI		% of urban population	21.7749999999996	People practicing open defecation, urban	2015
South Sudan			WDI		% of population	50.411211092635895	People using at least basic drinking water services	2015
South Sudan			WDI		% of rural population	48.2933845933783	People using at least basic drinking water services, rural	2015
South Sudan			WDI		% of urban population	59.556022857883605	People using at least basic drinking water services, urban	2015
South Sudan			WDI		% of population	10.3501130568794	People using at least basic sanitation services	2015
South Sudan			WDI		% of rural population	6.365170855194499	People using at least basic sanitation services, rural	2015
South Sudan			WDI		% of urban population	27.5571629934892	People using at least basic sanitation services, urban	2015
South Sudan			WDI		scale 0 - 100	53.3334	Periodicity and timeliness assessment of statistical capacity	2015
South Sudan			WDI		current US$	145950000.0	Personal remittances, paid	2015
South Sudan			WDI		% of GDP	10.440394272091199	Personal remittances, received	2015
South Sudan			WDI		current US$	1138720000.0	Personal remittances, received	2015
South Sudan			WDI		BoP, current US$	729940000.0	Personal transfers, receipts	2015
South Sudan			WDI		micrograms per cubic meter	48.0552560825106	PM2.5 air pollution, mean annual exposure	2015
South Sudan			WDI		% of total	100.0	PM2.5 air pollution, population exposed to levels exceeding WHO guideline value	2015
South Sudan			WDI		% of total	99.8155278	PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value	2015
South Sudan			WDI		% of total	100.0	PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value	2015
South Sudan			WDI		% of total	100.0	PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value	2015
South Sudan			WDI		% of total	42.084327262371	Population ages 0-14	2015
South Sudan			WDI			2468160.0	Population ages 0-14, female	2015
South Sudan			WDI		% of total	41.607111730869796	Population ages 0-14, female	2015
South Sudan			WDI			2532361.0	Population ages 0-14, male	2015
South Sudan			WDI		% of total	42.5601619073661	Population ages 0-14, male	2015
South Sudan			WDI			5000517.0	Population ages 0-14, total	2015
South Sudan			WDI		% of female population	15.6329219977283	Population ages 0-4, female	2015
South Sudan			WDI		% of male population	16.0515617549981	Population ages 0-4, male	2015
South Sudan			WDI		% of female population	12.195683184486699	Population ages 10-14, female	2015
South Sudan			WDI		% of male population	12.4234021487818	Population ages 10-14, male	2015
South Sudan			WDI		% of female population	10.901478036796	Population ages 15-19, female	2015
South Sudan			WDI		% of male population	11.057737313634501	Population ages 15-19, male	2015
South Sudan			WDI		% of total	54.445791564748895	Population ages 15-64	2015
South Sudan			WDI			3242716.0	Population ages 15-64, female	2015
South Sudan			WDI		% of total	54.6642328851134	Population ages 15-64, female	2015
South Sudan			WDI			3226606.0	Population ages 15-64, male	2015
South Sudan			WDI		% of total	54.2279929862998	Population ages 15-64, male	2015
South Sudan			WDI			6469323.0	Population ages 15-64, total	2015
South Sudan			WDI		% of female population	9.35132461617874	Population ages 20-24, female	2015
South Sudan			WDI		% of male population	9.41757146009567	Population ages 20-24, male	2015
South Sudan			WDI		% of female population	7.8091616771110495	Population ages 25-29, female	2015
South Sudan			WDI		% of male population	7.801170036851668	Population ages 25-29, male	2015
South Sudan			WDI		% of female population	6.269291365660959	Population ages 30-34, female	2015
South Sudan			WDI		% of male population	6.2464653771242	Population ages 30-34, male	2015
South Sudan			WDI		% of female population	5.25841116185985	Population ages 35-39, female	2015
South Sudan			WDI		% of male population	5.23667876792689	Population ages 35-39, male	2015
South Sudan			WDI		% of female population	4.37885131939034	Population ages 40-44, female	2015
South Sudan			WDI		% of male population	4.3354455217242	Population ages 40-44, male	2015
South Sudan			WDI		% of female population	3.6540944137768	Population ages 45-49, female	2015
South Sudan			WDI		% of male population	3.56442925283724	Population ages 45-49, male	2015
South Sudan			WDI		% of female population	2.95636017045012	Population ages 50-54, female	2015
South Sudan			WDI		% of male population	2.82077401119214	Population ages 50-54, male	2015
South Sudan			WDI		% of female population	2.3279610549998	Population ages 55-59, female	2015
South Sudan			WDI		% of male population	2.16447910099866	Population ages 55-59, male	2015
South Sudan			WDI		% of female population	13.778506548654802	Population ages 5-9, female	2015
South Sudan			WDI		% of male population	14.0851980035862	Population ages 5-9, male	2015
South Sudan			WDI		% of female population	1.7572990688897498	Population ages 60-64, female	2015
South Sudan			WDI		% of male population	1.5832421439146298	Population ages 60-64, male	2015
South Sudan			WDI		% of total	3.46988117288003	Population ages 65 and above	2015
South Sudan			WDI			221186.0	Population ages 65 and above, female	2015
South Sudan			WDI		% of total	3.72865538401681	Population ages 65 and above, female	2015
South Sudan			WDI			191107.0	Population ages 65 and above, male	2015
South Sudan			WDI		% of total	3.21184510633406	Population ages 65 and above, male	2015
South Sudan			WDI			412296.0	Population ages 65 and above, total	2015
South Sudan			WDI		% of female population	1.51090903022189	Population ages 65-69, female	2015
South Sudan			WDI		% of male population	1.36497576750791	Population ages 65-69, male	2015
South Sudan			WDI		% of female population	1.09225162666987	Population ages 70-74, female	2015
South Sudan			WDI		% of male population	0.955199006935886	Population ages 70-74, male	2015
South Sudan			WDI		% of female population	0.662855959938355	Population ages 75-79, female	2015
South Sudan			WDI		% of male population	0.549153295533211	Population ages 75-79, male	2015
South Sudan			WDI		% of female population	0.4626387671867001	Population ages 80 and above, female	2015
South Sudan			WDI		% of male population	0.34251703635705705	Population ages 80 and above, male	2015
South Sudan			WDI		annual %	2.99995499264346	Population growth	2015
South Sudan			WDI			321091.0	Population in largest city	2015
South Sudan			WDI		% of urban population	14.3342916581102	Population in the largest city	2015
South Sudan			WDI			5932062.0	Population, female	2015
South Sudan			WDI		% of total	49.9242096974725	Population, female	2015
South Sudan			WDI			5950074.0	Population, male	2015
South Sudan			WDI		% of total	50.0757903025275	Population, male	2015
South Sudan			WDI			11882136.0	Population, total	2015
South Sudan			WDI		% of population	65.6	Poverty headcount ratio at national poverty lines	2015
South Sudan			WDI		LCU per international $	1.87960441237933	PPP conversion factor, GDP	2015
South Sudan			WDI		LCU per international $	3.29976069520066	PPP conversion factor, private consumption	2015
South Sudan			WDI		years	3.0	Preprimary education, duration	2015
South Sudan			WDI		number of troops, police, and military observers in mandate	13035.0	Presence of peace keepers	2015
South Sudan			WDI		% of children under 5	58.6	Prevalence of anemia among children	2015
South Sudan			WDI		% of women ages 15-49	32.7	Prevalence of anemia among non-pregnant women	2015
South Sudan			WDI		%	38.7	Prevalence of anemia among pregnant women	2015
South Sudan			WDI		% of women ages 15-49	33.3	Prevalence of anemia among women of reproductive age	2015
South Sudan			WDI		% ages 15-24	1.1	Prevalence of HIV, female	2015
South Sudan			WDI		% ages 15-24	0.6	Prevalence of HIV, male	2015
South Sudan			WDI		% of population ages 15-49	2.5	Prevalence of HIV, total	2015
South Sudan			WDI		GDP	0.459644331362774	Price level ratio of PPP conversion factor	2015
South Sudan			WDI		years	6.0	Primary education, duration	2015
South Sudan			WDI			1156084.0	Primary education, pupils	2015
South Sudan			WDI		% female	40.87908	Primary education, pupils	2015
South Sudan			WDI			27248.0	Primary education, teachers	2015
South Sudan			WDI		% female	14.83412	Primary education, teachers	2015
South Sudan			WDI		BoP, current US$	5840000.0	Primary income payments	2015
South Sudan			WDI		BoP, current US$	15460000.0	Primary income receipts	2015
South Sudan			WDI		years	6.0	Primary school starting age	2015
South Sudan			WDI		% of adults	0.0	Private credit bureau coverage	2015
South Sudan			WDI		per 1,000 children age 5	18.7	Probability of dying at age 5-14 years	2015
South Sudan			WDI		number	23.0	Procedures to build a warehouse	2015
South Sudan			WDI		number	7.0	Procedures to register property	2015
South Sudan			WDI		% of commercial profits	6.9	Profit tax	2015
South Sudan			WDI		%	26.5	Proportion of seats held by women in national parliaments	2015
South Sudan			WDI		% of adults	0.0	Public credit registry coverage	2015
South Sudan			WDI			46.74512	Pupil-teacher ratio, lower secondary	2015
South Sudan			WDI			34.665	Pupil-teacher ratio, preprimary	2015
South Sudan			WDI			46.75029	Pupil-teacher ratio, primary	2015
South Sudan			WDI			27.47489	Pupil-teacher ratio, secondary	2015
South Sudan			WDI			15.38573	Pupil-teacher ratio, upper secondary	2015
